"","beta.Bourbonene","beta.Copaen.4a.ol","Sesquisabinene","gamma.Muurolene","X.Z..3.Hexenyl..E..2.methyl.2.butenoate","alpha.Copaene","alpha.Cubebene","beta.Bisabolene","beta.Copaene","beta.Myrcene","gamma.Terpinene","X2.methylbutyl.acetate","Isohexanol","Cyclosativene","p.Mentha.1.3.8.triene","X2.2.6.Trimethyl.1.4.cyclohexanedione","X2.6.Dimethylocta.1.5.7.trien.3.ol","X2.Methyl.6.methylene.1.7.octadien.3.one","X2.6.Dimethyl.1.7.octadien.3.6.diol","Linalool.Oxide","X2.Heptanol","X.Z..2.Hexenol","X.E..2.Hexenal","Allo.Ocimene","Cosmene","X4.Oxoisophorone","beta.Dihydroagarofuran","Terpinen.4.ol","X.E..3.Hexenyl.acetate","X.Z..3.Hexenyl.propanoate","Methyl.3.hexenoate","Rose.furan","X2.6.Dimethyl.3.7.octadien.2.6.diol","Car.3.en.5.one","X.E..Sabinene.hydrate","Heptyl.acetate","Pentyl.acetate","Anisole","Borneol","alpha.Thujene","Verbenone","X.E..Pinocarveol","Pinocamphone","X.Z..Caryophyllene","X2.Methylbutanoic.acid","X.E..3.Hexenyl.butanoate","X.Z..3.Hexenyl.butanoate","X.Z..3.Methylbutylaldoxime","Camphene","Carveol","Caryophyllene","Caryophyllene.oxide","Limonene.Oxide","alpha.Bergamotene","X.Z..3.Hexenyl.2.methylbutanoate","X.Z..3.Hexenyl.isobutyrate","Copaene","beta.Elemene","gamma.Elemene","Terpinolene","beta.Sesquiphellandrene","D.Carvone","D.Limonene","X.E..beta.Ocimene.epoxide","epsilon.Muurolene","beta.Selinene","Carvacrol","X2.Phenylethanol","Prenol","Isobutylaldoxime","X.E..alpha.Bergamotene","X.E..beta.Ocimene","Tricyclene","alphaPinene"
"GB_89_190722_Paul_832019_09.qgd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454712109410786,0,0,0,0,0,0,0,0,0,0.654389442630827,0,0.128296907200233,0.310429460652911,0,0,0,0,0,0,0,0,0,0,0,0.109307759493448,0,0,0,0,0,0,0,0,0,0,0,0.077036746648056,0,0,0,0,0,0,0,0,0,0.440531704661686,0.146433759819061,0,0,0,0,0,0,0,0,0,0.137080024232688
"GB_90_190722_Paul_832019_10.qgd",0,0,0,0,0,0,0,0,0,0.196080616582404,0.067188715977274,0,0,0,0,0.40951478159212,0,0,0,0.107578843491879,0,0,0,0,0,0.714728908457949,0,0.119743853170614,0.229857660567177,0,0,0,0,0,0,0,0,0,0,0.0427039539700291,0.124400760949704,0,0,0,0,0,0,0,0,0.0322146112785673,0,0,0.0998209119474276,0,0,0,0,0,0,0,0,0,0.380904608207442,0.106396035170313,0,0,0,0,0,0,0,0,0,0.122647249265657
"GBAug5_08242017.qgd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.882848135022073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354062785791933,0,0,0,0,0,0,0,0,0,0,0.308575297464498
"GBAug9_08262017.qgd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.893718574950018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268228428606064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.359611761316049
"GBJul21_08162017.qgd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.472804615377431,0,0,0,0,0,0,0,0,0,0,0.393248977102927,0,0,0,0,0,0,0,0,0,0,0.293215539734102,0,0,0,0,0,0,0,0,0,0,0,0.411080672331036,0,0,0,0,0,0,0.344511737395219,0,0,0,0.49815663056566
"GBJul26_08242017.qgd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hetvil1Jul12_08262018.qgd",0.409479123629311,0,0,0,0,0,0.164638497453627,0,0,0.266530359898519,0,0,0,0,0,0,0,0,0,0,0,0.034761525379633,0.200008098520638,0,0,0,0,0,0.365304983067923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217530746348164,0,0,0,0.393844142225193,0.325626952817566,0.0405423146907191,0,0.214867691998426,0,0.218554768638032,0,0,0,0,0,0.269288224664102,0,0,0,0,0.21553711884459,0,0,0,0,0,0.191068340627606
"Hetvil2Jul17_08272018.qgd",0.208436363351899,0,0,0,0,0,0,0,0.0898699008698031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098109114577819,0,0.359823385124232,0,0,0,0.149099339643388,0,0,0,0,0,0,0.0795972185908944,0,0.125964759685457,0.29095407342783,0,0.0435067909674794,0.0658034685561204,0,0,0,0,0.182466215629203,0.153727147682256,0,0,0.135945088533178,0,0.195965178953829,0,0,0,0,0,0.217982871514177,0,0,0,0,0,0,0,0,0,0,0.716060646063784
"Hetvil3Jul31_08242018.qgd",0.24912049231892,0,0,0,0,0,0.0786509292995838,0,0,0.233535660294925,0,0,0,0,0,0,0.0661590654512833,0,0,0,0,0,0.110720700847525,0,0.0796552469412762,0,0,0,0.486660171419113,0.114663597687299,0,0,0,0,0,0,0.133277890928033,0.0536242074024809,0.307655736956031,0,0,0.0587096437842196,0,0,0,0.102822031695274,0.136303178820652,0,0,0,0.198190525830865,0,0.0415604505083553,0,0.138055873190162,0,0.125970136425899,0,0,0,0,0.0667749251495035,0.587146599709891,0,0,0,0,0,0,0.104722190525723,0,0,0,0.142328578767225
"Hetvil4Aug6_08222018.qgd",0,0,0,0,0,0,0.388812404612543,0,0,0.563507103133693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303680067398156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262251513038534,0,0,0,0,0,0,0,0,0,0,0,0.349293991761554,0,0,0,0,0,0,0,0,0,0,0.498277961213032
"Hetvil5Aug8_08222018.qgd",0.196382992604011,0.14433193075745,0,0,0,0,0.138535612614335,0.0701947224128915,0,0.328919627656368,0.180436253707871,0,0.0719397561091665,0,0.0849457659724679,0,0.0713822977201945,0,0,0,0,0,0.238507490059391,0,0,0,0,0,0.41814804315673,0.160883343358257,0,0,0,0,0.44565583966114,0,0,0,0,0.0474372646179543,0,0.0683592396004681,0,0,0,0.141810736615902,0.291312596862634,0,0,0,0.125001926318576,0,0,0,0,0,0.218005557979118,0,0,0.0610934633714929,0,0,0.226657102389977,0,0,0.184916572538921,0,0,0,0,0,0,0,0.194103102778319
"HV_100_190725_Paul_842019_10.qgd",0.236751729640565,0,0,0.16013404977775,0,0,0.141047358262021,0,0.223984528019611,0.354869352603828,0,0.0442487431600316,0,0,0.0484432539215676,0,0,0,0,0,0,0,0.10882966649898,0,0,0,0.127557591821617,0,0.284344449338025,0,0,0,0,0,0,0,0,0.0222150251329234,0.268096051298963,0.0371543535582118,0,0,0.0788057305025813,0,0,0,0,0,0,0,0.225737511605991,0,0.0413032377359232,0,0,0,0.157317881428084,0,0,0,0,0.0472140251650005,0.520906407167589,0,0.083694646690968,0.39798602316658,0,0,0,0,0,0,0,0.112677927097834
"HV_101_190725_Paul_842019_11.qgd",0.200682570676448,0,0,0,0,0.117888612378372,0,0,0.180237808986114,0.2590760979662,0,0,0.13155502343419,0,0.0531580492598754,0,0,0,0,0,0,0.0369885119692639,0.126449971942204,0,0,0,0.0926386737946714,0,0.187763804367346,0,0,0,0,0,0.202162778211891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346786234118205,0.138573967432016,0.0390994791235219,0.229781795032354,0,0,0,0,0.071748734630172,0,0,0.0531229034383408,0.673324713858076,0,0,0.203239755456977,0,0,0,0.113699790616182,0,0,0,0.121092806824721
"HV_102_190725_Paul_842019_12.qgd",0,0,0,0,0,0,0,0,0,0.280791397403443,0.109774397293537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.397165000934426,0,0,0,0,0,0.565362168169752,0,0,0,0,0,0.118062676605194,0,0.188360761280492,0,0,0.100893579645576,0,0,0,0,0.181979384902945,0,0,0,0,0,0.130210723295428,0,0,0,0,0,0.490541985382269,0,0,0,0,0,0,0,0.156963435781833,0,0,0.238312774901349
"HV_103_190725_Paul_842019_13.qgd",0.242949654554413,0,0,0.200094655720648,0,0,0,0,0,0.261377863046021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202413047839528,0,0.383052175013523,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158530152640813,0,0,0,0,0,0,0,0.245201975465074,0,0,0,0,0,0.209347252262571,0,0,0,0,0,0.334735245271069,0,0,0.564770893874101,0,0,0,0,0,0,0,0.291244328705175
"HVAug9_08262017.qgd",0.313094008906126,0,0,0,0,0.12825088652185,0,0,0.120531660687026,0.412424829872072,0,0.0499590992410912,0,0,0,0,0,0.184445981904912,0,0,0,0,0.146844332870568,0.0887039962968536,0.0957850332066358,0,0,0,0.436341495460147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110679798481899,0,0,0,0.0844583291457996,0,0,0,0,0,0,0.0922974833444357,0.607973070226437,0,0,0,0,0,0,0,0,0,0,0.194555548171271
"HVJul21_08162017.qgd",0,0,0,0,0,0,0,0,0,0.428519827468547,0,0,0,0,0,0,0,0.123515871669841,0,0,0,0,0.0907581584170953,0,0,0,0,0,0.518653156901425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236262274935799,0,0,0,0,0,0,0,0,0,0,0.6841466099244
"HVJul26_08242017.qgd",0,0,0,0,0,0,0,0,0,0.879189501323591,0,0,0,0,0,0,0,0.121697741089249,0,0,0,0,0,0.0467086635331003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0886824639931273,0.0947604829778244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368946500684912,0,0,0,0,0,0,0,0,0,0,0.238889372734277
"HVJul30_08242017.qgd",0.343877756112974,0,0,0,0,0.0976849304606292,0,0,0.183118444494567,0.388158617210126,0.140185981000077,0.044503220546097,0,0,0,0,0,0.110116172314708,0,0,0.193950260756683,0,0.123982912307101,0,0,0,0,0,0.411162802472331,0,0,0,0,0,0.344681268258413,0,0,0.0748207055387245,0.400106534343156,0,0,0,0.143271809695199,0,0.0491725810563228,0,0,0,0,0,0.202463791258335,0,0,0,0.11075013626982,0,0,0,0,0,0,0,0.21357411405742,0,0,0,0,0,0,0,0,0,0,0.160935836346693
